Rules	 Support 	 Confidence 	 Lift
[' KACANG SUKRO BBQ'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.0010960906101571063	0.05263157894736842	2.527239150507848
[' KACANG SUKRO BBQ'] -> ['KACANG KORO PEDAS']	0.0025575447570332483	0.12280701754385966	5.016758313694685
[' KACANG SUKRO BBQ'] -> ['OP MIE KARI AYAM 75 G']	0.001826817683595177	0.08771929824561403	6.318097876269621
[' KACANG SUKRO BBQ'] -> ['PILLOW COKELAT 8GR']	0.0014614541468761417	0.07017543859649122	6.195812110922467
[' KACANG SUKRO BBQ'] -> ['PILLOW UBI 8GR']	0.0014614541468761417	0.07017543859649122	6.195812110922467
[' KACANG SUKRO BBQ'] -> ['PRINT HITAM PUTIH UMUM']	0.0010960906101571063	0.05263157894736842	0.6182516376778857
[' KACANG SUKRO BBQ'] -> ['SARI GANDUM SUSU&COKLAT 39GR']	0.0025575447570332483	0.12280701754385966	5.3352826510721245
[' KACANG SUKRO BBQ'] -> ['YOGHURT']	0.0014614541468761417	0.07017543859649122	0.6381068951448388
[' KENKO 200 MAGIC JELL BLACK'] -> ['AQUA BOTOL 600ML']	0.0010960906101571063	0.1111111111111111	0.661111111111111
[' LIDI-LIDIAN'] -> ['AQUA BOTOL 600ML']	0.0010960906101571063	0.21428571428571427	1.275
[' OISHI SPONGE COKLAT 28 GR'] -> [' SARI GANDUM 39 G']	0.0010960906101571063	0.06521739130434782	3.3055555555555554
[' OISHI SPONGE COKLAT 28 GR'] -> ['BETTER VANILA CREAM']	0.0021921812203142127	0.13043478260869565	4.697368421052632
[' OISHI SPONGE COKLAT 28 GR'] -> ['CHA CHA MILK CHOCOLATE']	0.0010960906101571063	0.06521739130434782	6.374999999999999
[' OISHI SPONGE COKLAT 28 GR'] -> ['CHUBA BALADO']	0.0021921812203142127	0.13043478260869565	4.151162790697675
[' OISHI SPONGE COKLAT 28 GR'] -> ['CHUBA BALADO IJO']	0.0010960906101571063	0.06521739130434782	3.880434782608696
[' OISHI SPONGE COKLAT 28 GR'] -> ['ES LILIN']	0.0021921812203142127	0.13043478260869565	1.1782178217821782
[' OISHI SPONGE COKLAT 28 GR'] -> ['FULLO STRAWBERRY & CHOCOLATE ']	0.0025575447570332483	0.15217391304347827	9.916666666666668
[' OISHI SPONGE COKLAT 28 GR'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.0010960906101571063	0.06521739130434782	3.131578947368421
[' OISHI SPONGE COKLAT 28 GR'] -> ['KACANG KORO PEDAS']	0.0010960906101571063	0.06521739130434782	2.6641791044776117
[' OISHI SPONGE COKLAT 28 GR'] -> ['SARI GANDUM SUSU&COKLAT 39GR']	0.003288271830471319	0.1956521739130435	8.5
[' OISHI SPONGE COKLAT 28 GR'] -> ['YOGHURT']	0.0010960906101571063	0.06521739130434782	0.5930232558139534
[' PERMEN'] -> ['AQUA BOTOL 600ML']	0.0014614541468761417	0.11764705882352941	0.7
[' PERMEN'] -> ['ES LILIN']	0.0014614541468761417	0.11764705882352941	1.0627062706270627
[' PERMEN'] -> ['JILID']	0.0014614541468761417	0.11764705882352941	3.2199999999999998
[' PERMEN'] -> ['PRINT HITAM PUTIH ANGGOTA']	0.00401899890390939	0.32352941176470595	4.636125654450263
[' PERMEN'] -> ['PRINT LOGO']	0.0025575447570332483	0.2058823529411765	1.9771929824561405
[' PERMEN'] -> ['YOGHURT']	0.001826817683595177	0.14705882352941177	1.3372093023255813
[' PILLOW KEJU 8GR'] -> [' PILLOWS DURIAN ']	0.0025575447570332483	0.5	57.02083333333333
[' PILLOW KEJU 8GR'] -> ['PILLOW COKELAT 8GR']	0.0010960906101571063	0.21428571428571427	18.919354838709676
[' PILLOW KEJU 8GR'] -> ['PILLOW UBI 8GR']	0.0010960906101571063	0.21428571428571427	18.919354838709676
[' PILLOWS DURIAN '] -> ['PILLOW UBI 8GR']	0.0014614541468761417	0.16666666666666666	14.715053763440858
[' PILLOWS DURIAN '] -> ['ULTRA MILK FULL CREAM 200 ML']	0.0010960906101571063	0.125	7.9563953488372094
[' PILLOWS DURIAN '] -> ['YOGHURT']	0.0010960906101571063	0.125	1.1366279069767442
[' RENTAL KOMPUTER'] -> ['JILID']	0.0014614541468761417	0.2222222222222222	6.082222222222222
[' RENTAL KOMPUTER'] -> ['PRINT HITAM PUTIH UMUM']	0.005115089514066497	0.7777777777777778	9.136385312350978
[' RENTAL KOMPUTER'] -> ['PRINT LOGO']	0.001826817683595177	0.27777777777777773	2.6676413255360623
[' RENTAL KOMPUTER'] -> ['PRINT WARNA 1/4 LMBR']	0.0014614541468761417	0.2222222222222222	7.797720797720797
[' RENTAL KOMPUTER'] -> ['PRINT WARNA SETENGAH LEMBAR']	0.0014614541468761417	0.2222222222222222	6.27033218785796
[' SARI GANDUM 39 G'] -> ['AQUA BOTOL 600ML']	0.004384362440628425	0.2222222222222222	1.322222222222222
[' SARI GANDUM 39 G'] -> ['BENG-BENG COKLAT']	0.0010960906101571063	0.05555555555555555	1.7888888888888888
[' SARI GANDUM 39 G'] -> ['BETTER VANILA CREAM']	0.0014614541468761417	0.07407407407407407	2.6676413255360623
[' SARI GANDUM 39 G'] -> ['ES LILIN']	0.0029229082937522835	0.14814814814814814	1.338222711160005
[' SARI GANDUM 39 G'] -> ['FULLO STRAWBERRY & CHOCOLATE ']	0.0010960906101571063	0.05555555555555555	3.6203703703703702
[' SARI GANDUM 39 G'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.0010960906101571063	0.05555555555555555	2.6676413255360623
[' SARI GANDUM 39 G'] -> ['KACANG KORO PEDAS']	0.0014614541468761417	0.07407407407407407	3.0259812050856825
[' SARI GANDUM 39 G'] -> ['PILLOW UBI 8GR']	0.0010960906101571063	0.05555555555555555	4.9050179211469525
[' SARI GANDUM 39 G'] -> ['TESSA TISU']	0.0010960906101571063	0.05555555555555555	2.3038720538720536
['ADES 600 ML BOTOL'] -> ['CHOKI-CHOKI']	0.0010960906101571063	0.07317073170731708	6.068736141906874
['AQUA BOTOL 1500ML BOTOL'] -> ['AQUA BOTOL 600ML']	0.0025575447570332483	0.1272727272727273	0.7572727272727273
['AQUA BOTOL 1500ML BOTOL'] -> ['CHUBA BALADO']	0.0014614541468761417	0.07272727272727272	2.314587737843552
['AQUA BOTOL 1500ML BOTOL'] -> ['CHUBA KEJU']	0.0010960906101571063	0.05454545454545455	2.1636363636363636
['AQUA BOTOL 1500ML BOTOL'] -> ['ES LILIN']	0.0014614541468761417	0.07272727272727272	0.656945694569457
['AQUA BOTOL 1500ML BOTOL'] -> ['YOGHURT']	0.0014614541468761417	0.07272727272727272	0.6613107822410147
['AQUA BOTOL 600ML'] -> ['BENG-BENG COKLAT']	0.005845816587504567	0.03478260869565217	1.1199999999999999
['AQUA BOTOL 600ML'] -> ['BETTER VANILA CREAM']	0.003653635367190354	0.021739130434782605	0.7828947368421051
['AQUA BOTOL 600ML'] -> ['BON CABE LVL 10']	0.0010960906101571063	0.006521739130434782	1.19
['AQUA BOTOL 600ML'] -> ['CHA CHA MILK CHOCOLATE']	0.0025575447570332483	0.015217391304347827	1.4875
['AQUA BOTOL 600ML'] -> ['CHAMP SOSIS RASA AYAM']	0.0014614541468761417	0.008695652173913042	0.626315789473684
['AQUA BOTOL 600ML'] -> ['CHAMP SOSIS RASA SAPI']	0.0014614541468761417	0.008695652173913042	0.7677419354838708
['AQUA BOTOL 600ML'] -> ['CHUBA BALADO']	0.0025575447570332483	0.015217391304347827	0.4843023255813954
['AQUA BOTOL 600ML'] -> ['CHUBA BALADO IJO']	0.0014614541468761417	0.008695652173913042	0.517391304347826
['AQUA BOTOL 600ML'] -> ['CHUBA KEJU']	0.0029229082937522835	0.017391304347826084	0.689855072463768
['AQUA BOTOL 600ML'] -> ['DOUBLE FOLIO KERTAS']	0.0010960906101571063	0.006521739130434782	0.35699999999999993
['AQUA BOTOL 600ML'] -> ['ES LILIN']	0.005480453050785532	0.03260869565217391	0.29455445544554454
['AQUA BOTOL 600ML'] -> ['FRESTEA  APEL 500ML BOTOL']	0.0010960906101571063	0.006521739130434782	1.1156249999999999
['AQUA BOTOL 600ML'] -> ['FRESTEA GREEN 500ML BOTOL']	0.0010960906101571063	0.006521739130434782	1.9833333333333332
['AQUA BOTOL 600ML'] -> ['FRESTEA MELATI 350 ML BOTOL']	0.0010960906101571063	0.006521739130434782	1.1156249999999999
['AQUA BOTOL 600ML'] -> ['FULLO COKLAT']	0.0010960906101571063	0.006521739130434782	0.6611111111111111
['AQUA BOTOL 600ML'] -> ['FULLO STRAWBERRY & CHOCOLATE ']	0.0029229082937522835	0.017391304347826084	1.133333333333333
['AQUA BOTOL 600ML'] -> ['FULLO VANILA COKLAT']	0.00401899890390939	0.02391304347826087	1.87
['AQUA BOTOL 600ML'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.006576543660942638	0.03913043478260869	1.8789473684210525
['AQUA BOTOL 600ML'] -> ['JILID']	0.0029229082937522835	0.017391304347826084	0.47599999999999987
['AQUA BOTOL 600ML'] -> ['KACANG KORO ORIGINAL']	0.0029229082937522835	0.017391304347826084	1.0818181818181816
['AQUA BOTOL 600ML'] -> ['KACANG KORO PEDAS']	0.0025575447570332483	0.015217391304347827	0.6216417910447761
['AQUA BOTOL 600ML'] -> ['KUSUKA BBQ 60 GR']	0.0010960906101571063	0.006521739130434782	2.55
['AQUA BOTOL 600ML'] -> ['LAURIER RELAX NIGHT']	0.0010960906101571063	0.006521739130434782	0.5578124999999999
['AQUA BOTOL 600ML'] -> ['MAKARONI 2 SAUDARA']	0.0010960906101571063	0.006521739130434782	1.6227272727272726
['AQUA BOTOL 600ML'] -> ['MAP TALI COKLAT']	0.0010960906101571063	0.006521739130434782	1.4874999999999998
['AQUA BOTOL 600ML'] -> ['OP MIE KARI AYAM 75 G']	0.0021921812203142127	0.013043478260869565	0.9394736842105262
['AQUA BOTOL 600ML'] -> ['OREO CHOCO CREME29.4G']	0.001826817683595177	0.010869565217391302	0.804054054054054
['AQUA BOTOL 600ML'] -> ['OREO DOUBLE DELIG32.5G']	0.003288271830471319	0.019565217391304346	1.575
['AQUA BOTOL 600ML'] -> ['OREO ICE CREAM 29.4G']	0.001826817683595177	0.010869565217391302	2.1249999999999996
['AQUA BOTOL 600ML'] -> ['OREO STRAWBERRY 29.4G']	0.0010960906101571063	0.006521739130434782	0.6155172413793103
['AQUA BOTOL 600ML'] -> ['OREO VANILA 29.4G']	0.003288271830471319	0.019565217391304346	1.2170454545454543
['AQUA BOTOL 600ML'] -> ['PILLOW COKELAT 8GR']	0.003288271830471319	0.019565217391304346	1.7274193548387093
['AQUA BOTOL 600ML'] -> ['PILLOW UBI 8GR']	0.00401899890390939	0.02391304347826087	2.111290322580645
['AQUA BOTOL 600ML'] -> ['POCKY CHOCOLATE']	0.0010960906101571063	0.006521739130434782	1.785
['AQUA BOTOL 600ML'] -> ['POP MIE BASO 57G']	0.001826817683595177	0.010869565217391302	0.8499999999999999
['AQUA BOTOL 600ML'] -> ['PRINT HITAM PUTIH ANGGOTA']	0.0029229082937522835	0.017391304347826084	0.24921465968586384
['AQUA BOTOL 600ML'] -> ['PRINT HITAM PUTIH UMUM']	0.0029229082937522835	0.017391304347826084	0.2042918454935622
['AQUA BOTOL 600ML'] -> ['PRINT LOGO']	0.005480453050785532	0.03260869565217391	0.31315789473684214
['AQUA BOTOL 600ML'] -> ['PRINT WARNA 1/4 LMBR']	0.0010960906101571063	0.006521739130434782	0.22884615384615384
['AQUA BOTOL 600ML'] -> ['PRINT WARNA SETENGAH LEMBAR']	0.001826817683595177	0.010869565217391302	0.30670103092783496
['AQUA BOTOL 600ML'] -> ['RICHEESE NABATI CHEESE WAFER']	0.0010960906101571063	0.006521739130434782	0.4353658536585366
['AQUA BOTOL 600ML'] -> ['RICHOCO NABATI CHOCOLATE WAFER']	0.001826817683595177	0.010869565217391302	0.691860465116279
['AQUA BOTOL 600ML'] -> ['SARI GANDUM SUSU&COKLAT 39GR']	0.0025575447570332483	0.015217391304347827	0.6611111111111111
['AQUA BOTOL 600ML'] -> ['TALI ID CARD']	0.0014614541468761417	0.008695652173913042	0.39666666666666656
['AQUA BOTOL 600ML'] -> ['TESSA TISU']	0.0076726342710997444	0.04565217391304348	1.893181818181818
['AQUA BOTOL 600ML'] -> ['ULTRA MILK COKELAT 200ML']	0.005115089514066497	0.030434782608695653	1.0960526315789474
['AQUA BOTOL 600ML'] -> ['ULTRA MILK FULL CREAM 200 ML']	0.0029229082937522835	0.017391304347826084	1.1069767441860463
['AQUA BOTOL 600ML'] -> ['ULTRA MILK STRAWBERRY 200ML']	0.0025575447570332483	0.015217391304347827	0.946590909090909
['AQUA BOTOL 600ML'] -> ['VIT LEVITE CUCUMBER']	0.0010960906101571063	0.006521739130434782	2.9749999999999996
['AQUA BOTOL 600ML'] -> ['YOGHURT']	0.010960906101571063	0.06521739130434782	0.5930232558139534
['BENG-BENG COKLAT'] -> ['BETTER VANILA CREAM']	0.003288271830471319	0.10588235294117647	3.8131578947368423
['BENG-BENG COKLAT'] -> ['CHAMP SOSIS RASA SAPI']	0.0014614541468761417	0.047058823529411764	4.154838709677419
['BENG-BENG COKLAT'] -> ['CHOKI-CHOKI']	0.001826817683595177	0.058823529411764705	4.878787878787879
['BENG-BENG COKLAT'] -> ['CHUBA BALADO']	0.0010960906101571063	0.03529411764705882	1.1232558139534885
['BENG-BENG COKLAT'] -> ['ES LILIN']	0.003288271830471319	0.10588235294117647	0.9564356435643565
['BENG-BENG COKLAT'] -> ['FULLO COKLAT']	0.0014614541468761417	0.047058823529411764	4.770370370370371
['BENG-BENG COKLAT'] -> ['FULLO STRAWBERRY & CHOCOLATE ']	0.0010960906101571063	0.03529411764705882	2.3
['BENG-BENG COKLAT'] -> ['FULLO VANILA COKLAT']	0.0014614541468761417	0.047058823529411764	3.68
['BENG-BENG COKLAT'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.0014614541468761417	0.047058823529411764	2.2596491228070175
['BENG-BENG COKLAT'] -> ['OREO DOUBLE DELIG32.5G']	0.001826817683595177	0.058823529411764705	4.735294117647059
['BENG-BENG COKLAT'] -> ['OREO ICE CREAM 29.4G']	0.001826817683595177	0.058823529411764705	11.499999999999998
['BENG-BENG COKLAT'] -> ['OREO VANILA 29.4G']	0.0014614541468761417	0.047058823529411764	2.927272727272727
['BENG-BENG COKLAT'] -> ['PILLOW COKELAT 8GR']	0.001826817683595177	0.058823529411764705	5.193548387096774
['BENG-BENG COKLAT'] -> ['RICHEESE NABATI CHEESE WAFER']	0.003653635367190354	0.11764705882352941	7.853658536585366
['BENG-BENG COKLAT'] -> ['RICHOCO NABATI CHOCOLATE WAFER']	0.0021921812203142127	0.07058823529411765	4.493023255813954
['BENG-BENG COKLAT'] -> ['TESSA TISU']	0.0010960906101571063	0.03529411764705882	1.4636363636363636
['BENG-BENG COKLAT'] -> ['ULTRA MILK COKELAT 200ML']	0.0010960906101571063	0.03529411764705882	1.2710526315789474
['BENG-BENG COKLAT'] -> ['YOGHURT']	0.0025575447570332483	0.0823529411764706	0.7488372093023257
['BETTER VANILA CREAM'] -> ['CHUBA BALADO']	0.003653635367190354	0.13157894736842105	4.187576499388005
['BETTER VANILA CREAM'] -> ['CHUBA KEJU']	0.0014614541468761417	0.05263157894736842	2.087719298245614
['BETTER VANILA CREAM'] -> ['ES LILIN']	0.0025575447570332483	0.09210526315789475	0.8319871460830295
['BETTER VANILA CREAM'] -> ['FULLO STRAWBERRY & CHOCOLATE ']	0.0025575447570332483	0.09210526315789475	6.00219298245614
['BETTER VANILA CREAM'] -> ['FULLO VANILA COKLAT']	0.0010960906101571063	0.03947368421052632	3.0868421052631585
['BETTER VANILA CREAM'] -> ['KACANG KORO ORIGINAL']	0.0014614541468761417	0.05263157894736842	3.273923444976076
['BETTER VANILA CREAM'] -> ['KACANG KORO PEDAS']	0.0010960906101571063	0.03947368421052632	1.6125294579732916
['BETTER VANILA CREAM'] -> ['OREO DOUBLE DELIG32.5G']	0.0021921812203142127	0.07894736842105264	6.355263157894738
['BETTER VANILA CREAM'] -> ['OREO ICE CREAM 29.4G']	0.0014614541468761417	0.05263157894736842	10.289473684210526
['BETTER VANILA CREAM'] -> ['OREO STRAWBERRY 29.4G']	0.0014614541468761417	0.05263157894736842	4.967332123411978
['BETTER VANILA CREAM'] -> ['PRINT HITAM PUTIH UMUM']	0.0010960906101571063	0.03947368421052632	0.46368872825841434
['BETTER VANILA CREAM'] -> ['PRINT LOGO']	0.0010960906101571063	0.03947368421052632	0.3790858725761774
['BETTER VANILA CREAM'] -> ['SARI GANDUM SUSU&COKLAT 39GR']	0.0025575447570332483	0.09210526315789475	4.001461988304094
['BETTER VANILA CREAM'] -> ['ULTRA MILK COKELAT 200ML']	0.0014614541468761417	0.05263157894736842	1.8954293628808863
['BETTER VANILA CREAM'] -> ['YOGHURT']	0.0021921812203142127	0.07894736842105264	0.7178702570379437
['BINDER CLIP NO.111'] -> ['PRINT HITAM PUTIH UMUM']	0.0010960906101571063	0.2727272727272727	3.203667577058135
['BINDER CLIP NO.111'] -> ['PRINT LOGO']	0.0014614541468761417	0.3636363636363636	3.492185007974481
['BINDER CLIP NO.155'] -> ['PRINT HITAM PUTIH ANGGOTA']	0.001826817683595177	0.4545454545454545	6.51356496906235
['BINDER CLIP NO.155'] -> ['PRINT HITAM PUTIH UMUM']	0.0010960906101571063	0.2727272727272727	3.203667577058135
['BINDER CLIP NO.155'] -> ['PRINT LOGO']	0.001826817683595177	0.4545454545454545	4.365231259968102
['BINDER CLIP NO.155'] -> ['PRINT WARNA 1/4 LMBR']	0.0010960906101571063	0.2727272727272727	9.569930069930068
['BON CABE LVL 10'] -> ['OP MIE KARI AYAM 75 G']	0.0010960906101571063	0.2	14.405263157894737
['BON CABE LVL 15'] -> ['YOGHURT']	0.0010960906101571063	0.21428571428571427	1.948504983388704
['CHA CHA MILK CHOCOLATE'] -> ['YOGHURT']	0.0014614541468761417	0.14285714285714285	1.2990033222591362
['CHAMP SOSIS RASA AYAM'] -> ['CHAMP SOSIS RASA SAPI']	0.003653635367190354	0.2631578947368421	23.23429541595925
['CHAMP SOSIS RASA AYAM'] -> ['CHUBA BALADO']	0.0010960906101571063	0.07894736842105264	2.512545899632803
['CHAMP SOSIS RASA AYAM'] -> ['CHUBA KEJU']	0.0014614541468761417	0.10526315789473684	4.175438596491228
['CHAMP SOSIS RASA AYAM'] -> ['RICHEESE NABATI CHEESE WAFER']	0.0010960906101571063	0.07894736842105264	5.270218228498075
['CHAMP SOSIS RASA AYAM'] -> ['SARI GANDUM SUSU&COKLAT 39GR']	0.001826817683595177	0.13157894736842105	5.716374269005848
['CHAMP SOSIS RASA AYAM'] -> ['YOGHURT']	0.0025575447570332483	0.1842105263157895	1.675030599755202
['CHAMP SOSIS RASA SAPI'] -> ['ES LILIN']	0.0014614541468761417	0.12903225806451613	1.1655488129458107
['CHAMP SOSIS RASA SAPI'] -> ['KACANG KORO ORIGINAL']	0.0010960906101571063	0.0967741935483871	6.0197947214076235
['CHAMP SOSIS RASA SAPI'] -> ['KACANG KORO PEDAS']	0.0010960906101571063	0.0967741935483871	3.953298025999037
['CHAMP SOSIS RASA SAPI'] -> ['RICHEESE NABATI CHEESE WAFER']	0.0010960906101571063	0.0967741935483871	6.460267505900865
['CHAMP SOSIS RASA SAPI'] -> ['YOGHURT']	0.001826817683595177	0.16129032258064513	1.4666166541635406
['CHOKI-CHOKI'] -> ['CHUBA BALADO']	0.0014614541468761417	0.1212121212121212	3.857646229739253
['CHOKI-CHOKI'] -> ['ES LILIN']	0.0021921812203142127	0.18181818181818182	1.6423642364236424
['CHOKI-CHOKI'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.0010960906101571063	0.09090909090909091	4.365231259968102
['CHOKI-CHOKI'] -> ['OREO CHOCO CREME29.4G']	0.0014614541468761417	0.1212121212121212	8.966420966420966
['CHOKI-CHOKI'] -> ['OREO STRAWBERRY 29.4G']	0.0010960906101571063	0.09090909090909091	8.579937304075235
['CHOKI-CHOKI'] -> ['ULTRA MILK STRAWBERRY 200ML']	0.0010960906101571063	0.09090909090909091	5.65495867768595
['CHOKI-CHOKI'] -> ['YOGHURT']	0.0021921812203142127	0.18181818181818182	1.653276955602537
['CHUBA BALADO'] -> ['CHUBA BALADO IJO']	0.00401899890390939	0.12790697674418605	7.61046511627907
['CHUBA BALADO'] -> ['CHUBA KEJU']	0.005480453050785532	0.1744186046511628	6.9186046511627906
['CHUBA BALADO'] -> ['ES LILIN']	0.0047497259773474606	0.1511627906976744	1.365453987259191
['CHUBA BALADO'] -> ['FULLO COKLAT']	0.0014614541468761417	0.046511627906976744	4.714900947459086
['CHUBA BALADO'] -> ['GOOD TIME DOUBLE CHOCOCHIPS SMALL']	0.0021921812203142127	0.06976744186046512	3.350061199510404
['CHUBA BALADO'] -> ['KACANG KORO PEDAS']	0.0014614541468761417	0.046511627906976744	1.9000347101700799
['CHUBA BALADO'] -> ['LAURIER RELAX NIGHT']	0.0010960906101571063	0.03488372093023256	2.9836482558139537
['CHUBA BALADO'] -> ['MIE KREMEZ AYAM PANGGANG']	0.0025575447570332483	0.08139534883720931	9.282461240310077
